Direction,Month,Hour,Total_Carriageway_Flow,Total_Flow_vehicles_less_than_5pt2m,Total_Flow_vehicles_5pt21m_6pt6m,Total_Flow_vehicles_6pt61m_11pt6m,Total_Flow_vehicles_above_11pt6m,Speed_Value,WeekDay
M621_J7toJ6_WB,9,20,153,244,1,2,1,83,6
M621_J7toM1_EB,8,19,130,33,13,9,1,76,6
M621_J3toJ2A_EB,10,18,127,65,17,13,3,89,1
M606_J3toJ2,1,10,148,48,18,6,0,77,2
M621_J3toJ2A_WB,9,18,471,92,2,7,1,93,3
M621_J7toJ6_WB,1,0,50,35,7,2,5,77,6
M621_J1toM62_WB,5,9,221,278,5,7,2,90,5
M621_J3toJ2A_EB,4,5,213,137,18,3,0,85,3
M606_J2toJ1,10,0,509,71,8,3,7,58,0
M621_J1toM62_WB,3,21,564,184,7,6,4,69,6
M621_J1toM62_WB,9,7,152,143,28,5,13,109,6
M606_J1toJ2,10,13,78,30,11,8,5,82,3
M621_J2_WB,4,18,172,276,5,3,9,83,2
M606_J3toJ2,3,14,148,50,3,8,14,90,1
M621_J1_WB,8,5,318,181,19,8,3,106,6
M621_J3toJ2A_EB,5,23,220,216,13,23,4,66,4
M621_J6_EB,7,14,217,414,18,12,5,101,0
M621_J1_EB,10,15,133,15,11,8,7,97,2
M621_J7toM1_EB,9,7,78,257,15,33,7,80,6
M621_J7_EB,9,23,65,187,33,7,0,56,4
A38_M_NB,3,11,527,73,15,55,5,81,0
M606_J2toJ1,1,21,88,66,53,19,1,124,6
M621_J1toM62_WB,4,8,414,203,5,21,14,86,4
A38_M_NB,1,3,215,162,215,1,8,82,5
M621_J1_EB,6,4,155,4,13,6,3,79,1
M621_J5toJ6_EB,4,21,74,205,11,49,1,88,2
M621_J4_WB,9,6,831,173,7,25,2,90,3
M621_J4_EB,10,22,75,47,7,4,4,88,4
M621_J4_WB,12,5,263,244,2,8,32,81,1
A38_M_NB,11,10,63,20,67,2,5,82,2
M621_J1_EB,1,11,233,430,1,3,2,73,1
M621_J4_WB,6,16,8,508,38,7,5,78,5
M621_J7_EB,12,15,463,183,17,1,7,77,2
M621_J3toJ2A_EB,5,23,1239,60,16,6,11,90,2
M606_J3toJ2,6,9,83,634,28,3,3,82,6
A38_M_NB,9,2,728,66,15,21,1,90,5
M621_J4_WB,9,19,246,10,2,4,4,82,6
A38_M_NB,10,2,35,107,29,53,1,80,2
M621_J1_WB,4,3,94,45,15,3,3,89,6
M621_J3toJ2A_EB,1,21,215,54,16,7,11,99,1
M621_J7toM1_EB,8,20,581,175,10,2,4,83,4
A38_M_NB,9,1,46,153,6,5,35,83,4
M621_J1toM62_WB,8,10,86,176,1,1,4,76,1
A38_M_NB,3,5,219,152,30,7,11,81,6
M621_J1_EB,4,13,7,82,1,7,1,110,0
M621_J4_EB,2,9,262,171,4,4,9,72,1
M606_J3toJ2,5,14,158,276,38,8,5,79,6
M606_J1toJ2,3,15,358,14,7,1,1,60,1
A38_M_NB,7,4,69,34,5,3,15,73,6
M621_J3toJ2A_WB,5,1,205,454,1,11,3,100,2
M621_J4_WB,3,22,96,317,42,2,1,90,1
M621_J4_WB,5,1,164,530,29,54,1,89,1
M621_J7toM1_EB,10,21,201,76,68,3,2,86,6
A38_M_NB,4,15,240,123,9,1,15,78,2
M621_J4_EB,6,5,250,47,6,110,2,101,1
M621_J4_EB,3,17,76,604,8,2,11,86,6
M621_J3toJ2A_WB,9,3,10,505,18,0,3,91,2
M621_J7toM1_EB,8,17,732,222,12,10,14,81,2
A38_M_NB,1,19,225,47,3,10,1,93,4
M621_J4_WB,6,13,151,23,2,1,0,61,5
M621_J6toJ5_WB,12,3,104,29,12,8,5,105,3
M621_J2_WB,10,17,186,73,4,7,14,100,2
M621_J1_EB,11,9,54,37,4,3,4,62,4
M621_J6_WB,10,6,83,49,18,6,5,82,3
A38_M_NB,8,19,31,190,100,13,5,77,3
M621_J1toM62_WB,4,18,120,35,4,6,13,87,2
M621_J3toJ2A_EB,9,5,152,34,8,4,8,49,4
M621_J4_WB,1,22,32,463,148,5,12,71,0
A38_M_NB,6,0,246,47,6,17,13,100,5
M606_J1toJ2,10,16,215,13,8,2,4,86,4
M621_J1toM62_WB,4,17,150,333,165,7,5,88,4
M621_J4_EB,1,8,249,194,6,7,10,84,1
M621_J7_EB,2,3,250,29,5,12,5,89,5
M621_J4_EB,6,1,126,219,16,12,6,99,4
A38_M_NB,9,4,170,21,9,44,3,102,6
M621_M1toJ7_WB,7,8,161,143,4,16,3,82,3
M621_J7_EB,7,21,21,144,12,23,1,98,4
M621_J2_WB,8,16,34,67,3,2,14,112,4
M621_J7toM1_EB,5,15,142,6,14,3,4,83,3
M621_J3toJ2A_EB,4,8,58,186,9,2,2,84,4
M621_J7toM1_EB,2,18,166,184,15,15,27,76,3
M621_J7_EB,9,9,260,379,7,2,4,98,2
M621_J7toM1_EB,3,2,50,209,23,14,4,80,4
M621_J7toM1_EB,4,21,350,130,6,0,16,90,0
A38_M_NB,11,18,33,157,1,7,17,93,5
A38_M_NB,8,7,29,196,24,7,11,85,5
M621_J1toM62_WB,10,9,202,28,46,6,0,85,6
M621_J7toM1_EB,6,16,324,116,1,15,3,88,2
M606_J3toJ2,8,16,310,347,7,8,9,122,2
A38_M_NB,5,10,398,107,14,19,22,95,6
M621_J7_EB,9,0,215,141,17,10,1,66,0
M621_J1toM62_WB,1,10,157,128,55,20,0,69,2
M621_J7toJ6_WB,9,22,34,181,2,8,4,90,1
A38_M_NB,10,18,193,628,1,6,7,92,4
M621_J4_EB,10,3,547,159,6,23,6,90,2
M621_J1toM62_WB,10,12,15,182,4,50,4,102,2
A38_M_NB,10,3,365,66,18,7,2,94,1
M621_J4_WB,8,14,489,19,13,7,3,90,3
M606_J1toJ2,9,22,45,47,15,8,3,85,2
A38_M_NB,5,9,74,175,26,0,4,69,6
A38_M_NB,7,2,95,318,92,56,8,81,6
A38_M_NB,4,14,202,27,1,1,19,81,0
M621_J7toJ6_WB,8,4,192,142,14,2,5,80,4
M621_J5toJ6_EB,6,8,186,263,4,4,3,103,0
M621_J7toJ6_WB,5,4,84,210,7,3,15,91,4
M621_J4_WB,1,19,125,13,11,5,1,71,3
M621_J3toJ2A_EB,7,19,254,194,5,18,1,86,5
M606_J3toJ2,4,4,342,50,8,5,4,89,4
M621_M1toJ7_WB,4,19,202,45,14,12,85,105,4
M621_J1_EB,2,7,163,218,77,14,4,87,3
M621_J27_WB,4,13,348,8,20,1,1,81,6
M621_J1_WB,5,17,167,140,11,1,1,75,4
M621_M1toJ7_WB,9,7,145,149,13,34,5,70,6
A38_M_NB,1,4,228,23,16,2,2,63,4
M621_J1_EB,4,13,503,270,11,19,5,80,1
M621_J4_WB,8,12,149,279,10,3,3,106,4
A38_M_NB,8,11,19,30,5,6,1,93,0
M621_J4_EB,4,1,404,476,15,49,2,91,1
M621_J27_WB,11,12,408,233,15,47,8,76,4
M606_J3toJ2,1,5,102,262,12,3,13,85,4
M606_J1toJ2,6,8,154,34,0,20,8,55,2
M621_J2_WB,3,22,18,169,7,8,34,112,4
M621_J1_WB,9,14,824,43,2,8,4,87,5
M621_J1toM62_WB,12,20,55,14,4,3,3,74,6
M621_J1_EB,11,23,212,42,10,4,1,89,6
M621_J7toM1_EB,6,20,43,38,90,4,3,77,5
A38_M_NB,6,19,3,12,10,8,11,76,0
A38_M_NB,3,20,569,119,8,7,2,88,6
M621_J1_EB,9,2,461,352,30,61,2,84,0
M621_J3toJ2A_WB,5,19,25,46,2,8,3,76,1
M621_J4_EB,9,19,477,42,2,0,4,70,6
M621_J1toM62_WB,9,8,18,20,12,8,4,112,1
M621_M1toJ7_WB,6,14,140,25,9,7,8,88,2
M621_J1_EB,9,16,12,93,43,7,13,95,3
M621_J4_WB,8,16,103,248,5,5,5,80,6
M621_J4_EB,9,11,167,86,24,7,4,83,3
M621_J6toJ5_WB,9,15,476,191,36,4,3,90,4
M621_J7toM1_EB,1,17,261,63,14,9,32,91,3
M621_J7toJ6_WB,8,19,46,36,18,8,16,86,5
M621_J6_EB,9,21,39,18,8,12,1,111,5
M621_J4_WB,7,17,30,260,11,3,9,88,3
M621_J1_EB,6,14,558,89,304,0,14,83,2
A38_M_NB,8,14,29,82,52,5,4,98,2
A38_M_NB,1,8,495,169,52,7,5,81,2
M606_J1toJ2,10,21,496,205,18,5,3,84,2
M621_J1toM62_WB,1,4,21,71,7,3,9,98,1
M621_J3toJ2A_EB,4,9,173,15,118,54,1,81,5
M621_J6_WB,1,6,265,383,29,4,1,89,2
M621_J7toM1_EB,6,7,11,57,13,45,2,87,0
A38_M_NB,3,1,781,27,4,22,5,76,6
A38_M_NB,1,9,28,505,14,3,2,83,3
M621_J3toJ2A_WB,1,4,116,439,113,4,26,105,5
M621_J5toJ6_EB,7,19,83,1099,66,25,15,112,1
M621_J7_EB,9,11,560,151,11,10,3,93,1
M621_J7toM1_EB,4,7,172,63,19,14,1,80,6
M621_M1toJ7_WB,3,11,35,443,18,4,5,88,4
M621_J1toM62_WB,9,17,30,65,54,3,0,73,2
M621_J1_WB,10,8,108,59,7,13,1,58,3
A38_M_NB,11,15,270,29,20,0,2,101,4
M621_J4_WB,11,4,23,7,15,24,6,47,5
M621_J4_EB,3,12,267,106,7,21,10,88,3
M621_J7_EB,10,20,77,0,10,12,1,78,0
A38_M_NB,1,7,679,393,90,20,1,87,3
M621_J2_WB,10,13,127,39,16,35,4,88,3
M621_J3toJ2A_WB,2,6,77,30,29,7,8,95,0
M606_J1toJ2,7,19,265,471,17,3,10,100,3
A38_M_NB,10,4,221,1127,0,6,4,82,3
M621_J7_EB,6,9,34,38,0,3,1,82,1
A38_M_NB,10,7,430,590,0,10,13,63,2
M621_J27_WB,10,5,439,50,9,6,0,69,3
A38_M_NB,7,1,38,29,3,4,7,85,0
M621_J1toM62_WB,6,8,5,413,56,3,1,82,1
M621_M1toJ7_WB,9,11,63,2,19,13,3,90,2
M621_J1toM62_WB,6,19,123,108,73,1,7,60,0
M621_J7_EB,8,7,200,149,11,30,1,84,1
A38_M_NB,4,9,49,6,6,3,1,71,3
M606_J2toJ1,4,1,0,697,50,7,7,67,0
M621_J1toM62_WB,9,1,76,176,9,1,2,80,4
M621_J1toM62_WB,9,21,191,39,11,23,10,90,6
M621_J4_WB,8,4,219,87,36,6,14,83,1
M621_J1_EB,10,22,64,480,17,6,33,82,4
M621_J4_WB,10,18,124,205,4,4,11,111,4
M621_J4_EB,4,6,564,20,12,13,2,108,1
M621_J1toM62_WB,12,20,90,10,124,16,4,84,1
M621_J1toM62_WB,10,10,566,52,3,155,1,100,3
M621_J4_EB,6,12,605,647,2,14,13,88,2
A38_M_NB,8,8,446,192,9,30,12,68,3
M621_J7_EB,4,9,764,443,13,3,4,108,2
M621_J4_EB,4,15,316,53,55,5,2,86,1
M621_J4_WB,11,19,12,110,30,39,5,79,2
M621_J3toJ2A_EB,3,21,31,180,4,7,26,62,4
A38_M_NB,2,5,66,39,1,6,0,90,4
M621_J1toM62_WB,10,23,32,36,17,5,0,47,6
M621_J1toM62_WB,8,8,106,258,17,12,18,84,6
M606_J3toJ2,11,12,271,93,6,6,2,78,0
A38_M_NB,3,7,550,30,15,13,4,80,1
M621_J5toJ6_EB,4,22,667,1,10,7,5,82,0
A38_M_NB,10,21,140,33,5,19,0,89,4
M621_J4_EB,7,11,32,135,14,46,3,80,4
M621_J4_WB,11,6,496,88,29,23,21,69,5
M621_J4_EB,3,11,175,6,19,3,1,90,2
M621_J7toM1_EB,9,11,59,154,17,13,1,90,0
A38_M_NB,6,13,978,1,18,2,19,81,6
M621_J7_EB,10,12,235,34,17,1,0,105,3
A38_M_NB,6,20,160,224,43,69,4,53,2
M621_J3toJ2A_EB,10,15,507,202,18,8,1,59,0
M621_J1toM62_WB,10,6,481,289,18,1,10,8,6
M621_J3toJ2A_EB,6,16,296,153,11,6,1,99,0
M621_J1_EB,3,14,394,34,12,8,5,112,1
A38_M_NB,9,11,236,386,19,8,3,90,5
A38_M_NB,8,5,6,6,8,20,0,99,1
M621_J2_WB,10,2,14,77,1,7,3,69,6
M621_J7_EB,2,7,150,6,107,0,6,83,3
M621_J1_WB,3,22,47,43,7,5,2,90,6
M606_J1toJ2,9,23,159,205,1,5,8,87,6
A38_M_NB,10,22,45,235,25,9,2,93,5
A38_M_NB,6,2,702,242,12,12,5,106,0
M606_J1toJ2,10,1,51,167,4,4,6,88,0
A38_M_NB,11,19,184,658,3,5,1,84,2
M606_J2toJ1,4,13,167,370,16,6,3,92,3
A38_M_NB,8,22,795,209,9,11,2,71,2
A38_M_NB,9,20,26,124,47,7,3,99,2
M621_J7_EB,9,2,107,791,16,5,3,100,0
A38_M_NB,9,13,119,56,318,7,3,83,5
M621_J3toJ2A_EB,6,6,403,147,27,15,2,89,1
M621_J6_WB,6,4,581,101,16,7,8,69,1
M621_J1toM62_WB,10,8,435,197,13,23,7,67,6
A38_M_NB,7,8,141,80,19,5,5,98,0
A38_M_NB,10,15,68,10,39,18,5,97,4
M621_J1toM62_WB,3,14,189,46,0,1,26,65,6
M621_J3toJ2A_EB,10,5,182,132,18,4,1,91,5
M621_J1_EB,9,2,709,129,18,30,35,84,6
M621_J6_WB,10,9,16,397,9,15,4,82,0
M621_J6_EB,8,3,239,20,21,20,3,66,0
M621_J7toM1_EB,10,16,588,505,38,23,11,91,3
A38_M_NB,8,23,85,44,36,2,2,88,3
M621_J7toJ6_WB,5,22,0,161,38,18,2,84,5
M621_J1toM62_WB,5,14,121,74,19,41,3,77,1
M621_J7_EB,4,23,156,268,0,54,9,63,3
M621_J4_WB,4,10,496,239,16,14,0,77,3
M621_M1toJ7_WB,9,19,50,419,7,8,3,78,6
M621_J6_EB,10,8,509,717,45,12,2,88,5
M621_J1_EB,8,11,29,196,0,51,11,89,0
M621_J2_WB,4,20,67,415,53,5,6,103,3
M621_J1_WB,4,4,252,460,13,8,10,55,1
M621_J1_EB,7,6,98,25,4,4,6,98,0
M606_J2toJ1,10,15,227,49,5,1,8,83,2
M621_J2_WB,5,17,868,23,10,4,28,88,6
M621_J4_WB,9,20,131,110,6,6,2,98,6
M606_J3toJ2,8,1,24,67,2,3,4,84,6
M621_J3toJ2A_EB,6,18,106,60,13,7,3,90,4
A38_M_NB,1,2,170,92,9,1,9,88,4
A38_M_NB,4,0,513,17,9,6,2,90,2
A38_M_NB,9,11,3,223,6,9,4,67,6
M621_J7toM1_EB,10,7,27,153,2,15,4,88,0
A38_M_NB,3,16,88,219,18,10,5,83,1
A38_M_NB,4,1,404,352,101,1,1,88,6
M621_J4_EB,1,10,14,60,8,17,1,66,5
A38_M_NB,6,15,15,1142,6,9,20,104,6
M621_J7_EB,6,20,414,113,14,10,13,59,1
M621_J4_WB,6,23,346,409,9,5,54,70,0
M621_J7toM1_EB,8,22,169,81,15,5,3,82,3
M621_J2_WB,11,1,63,131,15,24,1,92,5
M606_J3toJ2,9,1,19,309,23,19,5,102,1
M621_J3toJ2A_EB,3,19,98,21,23,51,3,86,2
M621_J7toM1_EB,9,2,52,47,1,1,5,83,6
M621_J3toJ2A_EB,1,13,222,337,17,36,4,93,6
M606_J2toJ1,1,18,141,170,69,52,11,71,6
M621_J7_EB,8,8,78,76,26,4,1,110,4
M621_J1_WB,2,4,34,45,9,0,1,88,0
A38_M_NB,10,6,199,195,1,6,9,69,4
M606_J1toJ2,6,15,150,65,19,8,4,21,6
M606_J3toJ2,8,13,278,446,11,27,2,110,0
M621_J7_EB,6,19,583,321,7,13,33,82,6
M621_J1toM62_WB,11,8,107,36,56,42,4,84,5
M621_J1toM62_WB,8,11,82,199,17,4,10,90,6
M621_J1_EB,1,18,152,40,18,2,5,81,5
M621_J7_EB,1,15,153,127,5,4,4,80,3
M621_J7toM1_EB,8,9,129,167,13,13,4,90,6
M621_M1toJ7_WB,8,8,249,91,46,6,2,103,3
M621_J1_WB,4,22,213,47,68,9,3,77,5
M621_J7toM1_EB,8,22,105,294,103,23,3,83,3
M621_J6_WB,3,4,809,71,2,54,0,81,0
M621_J4_WB,4,19,250,30,13,55,3,65,2
M606_J1toJ2,9,5,55,138,17,23,0,89,2
M606_J1toJ2,10,20,61,31,0,0,8,108,2
A38_M_NB,3,14,149,252,1,7,20,199,2
M621_J7toM1_EB,9,23,159,277,4,16,1,83,5
M606_J3toJ2,4,15,109,57,10,2,12,89,3
M621_J1toM62_WB,4,9,9,14,22,40,4,80,5
M621_J27_WB,7,14,137,77,3,1,10,62,6
M621_J6_WB,3,20,287,672,3,8,3,105,3
M621_J7_EB,9,7,96,298,21,7,9,101,2
A38_M_NB,6,6,32,46,5,8,10,100,3
M621_J1toM62_WB,4,15,114,585,52,5,1,81,2
M621_J7_EB,4,15,94,60,102,20,5,91,2
M621_J7_EB,1,22,843,145,1,0,8,79,6
A38_M_NB,10,12,15,107,12,15,13,81,3
A38_M_NB,9,22,22,97,1,11,3,87,5
M606_J3toJ2,4,2,105,57,34,0,3,44,6
A38_M_NB,6,4,117,76,55,6,2,91,2
M621_J1toM62_WB,9,1,112,139,7,10,0,75,0
A38_M_NB,9,9,19,175,37,6,25,84,0
M621_J3toJ2A_WB,9,19,90,38,53,17,20,107,1
M606_J1toJ2,6,15,9,2,0,7,4,77,1
M621_J4_EB,10,9,349,174,24,2,28,88,5
A38_M_NB,11,15,226,165,184,16,12,90,5
M621_J7toM1_EB,4,12,273,11,15,21,4,89,0
M621_J7toM1_EB,10,17,237,65,15,7,4,74,4
M621_J1toM62_WB,8,21,386,161,13,5,0,40,3
M606_J1toJ2,6,22,54,49,1,4,1,82,2
M606_J1toJ2,11,8,121,27,137,5,1,84,6
M621_J27_WB,9,14,419,172,12,23,6,81,5
A38_M_NB,1,1,38,165,0,11,3,92,3
M621_J4_EB,9,9,428,38,31,0,5,82,3
M621_J1toM62_WB,7,1,155,50,19,6,5,86,6
M621_J1_WB,9,12,266,125,2,10,87,52,3
M621_J6toJ5_WB,1,21,82,20,18,6,2,85,4
M621_J4_WB,4,18,54,230,5,3,11,112,0
M621_J7toM1_EB,6,23,245,347,17,3,4,109,5
M621_J1_EB,4,0,195,16,6,5,3,76,1
M621_J7toJ6_WB,9,0,344,141,45,4,4,104,6
M621_J6_EB,10,12,267,145,86,3,9,84,6
M621_J1_EB,5,4,381,267,10,30,3,74,4
M621_J4_EB,1,13,61,395,5,2,3,71,4
M606_J3toJ2,9,19,91,21,9,27,36,97,4
M621_J7_EB,4,13,111,28,15,2,15,95,4
A38_M_NB,9,19,780,120,71,0,14,89,1
M606_J1toJ2,4,7,17,237,29,9,8,84,2
A38_M_NB,9,23,484,139,89,4,6,112,4
M621_J1toM62_WB,5,18,21,68,1,1,29,110,1
M621_J5toJ6_EB,10,1,13,347,14,7,88,85,3
M621_J3toJ2A_EB,10,17,278,545,39,7,5,77,1
M621_J27_WB,10,13,187,789,18,25,4,98,1
A38_M_NB,10,9,24,100,53,4,10,63,0
M621_J1toM62_WB,5,4,116,49,11,72,8,83,5
A38_M_NB,2,3,148,53,19,2,12,112,4
M606_J1toJ2,10,15,156,200,25,6,4,87,6
M621_J7toM1_EB,10,2,175,115,14,1,6,86,5
M606_J1toJ2,8,21,144,506,5,6,2,63,6
M621_J7_EB,6,17,476,4,5,18,10,88,1
M621_J6toJ5_WB,9,5,79,97,24,3,13,102,4
A38_M_NB,1,6,56,212,8,43,29,110,4
M621_J4_EB,4,20,57,245,10,5,5,110,5
A38_M_NB,9,22,203,426,32,7,3,111,3
M621_J5toJ6_EB,10,6,188,263,12,11,3,87,6
M621_J4_EB,9,23,124,176,12,21,1,80,0
M621_J6toJ5_WB,1,14,16,233,15,23,4,88,6
M621_J27_WB,1,4,492,320,7,2,35,83,0
M621_J7toM1_EB,7,4,279,68,48,21,4,86,1
A38_M_NB,7,7,348,6,2,5,27,98,2
M606_J3toJ2,7,1,26,312,2,5,2,74,1
M621_J4_WB,8,19,189,536,25,63,7,93,2
M621_J1toM62_WB,3,21,46,48,17,0,3,71,5
A38_M_NB,9,2,66,185,7,17,11,87,1
A38_M_NB,4,14,738,341,13,3,2,86,2
M621_J7_EB,4,4,280,62,34,5,85,72,3
M621_J27_WB,2,12,185,56,205,8,7,91,1
M621_J7_EB,3,10,172,184,7,2,9,59,0
M621_J5toJ6_EB,1,8,179,80,11,1,31,106,6
M621_J1toM62_WB,8,3,147,720,57,3,3,108,6
M621_J1_WB,4,1,16,210,10,2,7,61,5
M621_J2_WB,1,20,632,172,15,7,3,81,6
M621_J7toJ6_WB,9,2,779,152,10,2,7,77,3
M621_J5toJ6_EB,6,22,547,9,21,1,9,89,3
A38_M_NB,9,20,143,206,1,8,4,104,0
M621_J4_WB,11,13,254,50,9,47,4,104,5
M621_J7toM1_EB,5,16,23,262,1,7,3,95,4
M621_J4_WB,3,10,62,321,45,3,34,103,6
A38_M_NB,9,19,92,56,12,5,42,63,2
M621_J27_WB,9,17,482,133,16,17,5,99,2
A38_M_NB,4,2,782,663,5,2,0,93,0
M621_J1_EB,9,20,206,14,6,15,6,89,2
M621_J7toM1_EB,1,2,57,51,4,7,2,80,3
M621_J7toM1_EB,3,1,247,4,6,34,2,85,2
M606_J3toJ2,5,8,150,57,10,12,1,101,6
M621_J1_EB,6,22,76,515,4,3,3,59,1
M621_J4_EB,6,21,272,433,1,7,44,77,3
M621_J7toM1_EB,1,22,289,69,19,7,1,88,6
A38_M_NB,4,4,756,32,18,8,4,82,5
M606_J2toJ1,8,21,178,285,22,5,2,83,5
M621_J7_EB,9,4,345,193,3,24,22,88,0
M621_J27_WB,8,9,48,1125,16,2,0,81,1
M621_J7toJ6_WB,9,7,457,68,48,23,1,77,3
A38_M_NB,3,12,341,36,30,4,1,85,3
M621_J3toJ2A_EB,3,14,388,570,7,8,1,46,1
M621_J1_EB,9,6,391,24,32,4,8,83,4
M606_J3toJ2,1,8,39,152,2,7,4,85,2
M621_J1toM62_WB,8,23,200,104,5,8,14,94,4
M621_J1toM62_WB,4,12,230,259,1,8,6,81,2
M621_J1_EB,6,23,2,356,18,10,2,72,1
M621_J7toM1_EB,4,23,192,76,19,7,3,84,0
M621_J5toJ6_EB,4,11,2,275,15,5,7,86,4
M621_J5toJ6_EB,1,13,3,164,5,4,5,106,1
M606_J3toJ2,1,12,90,152,17,38,6,99,2
M621_J3toJ2A_WB,4,0,48,54,16,4,14,88,3
M621_J6_WB,8,23,5,95,1,8,3,87,2
M621_J6toJ5_WB,6,4,5,194,11,7,9,86,2
M621_J1_EB,4,15,71,222,19,3,32,103,1
M621_J6_EB,10,18,177,52,5,1,5,113,6
M621_J5toJ6_EB,10,5,138,55,13,3,10,82,5
A38_M_NB,4,14,600,68,9,1,7,59,6
M621_J7_EB,8,0,689,339,9,16,6,88,5
M621_J1toM62_WB,1,11,99,374,16,7,2,101,2
M621_J27_WB,8,14,305,74,12,23,15,86,4
M621_J1toM62_WB,4,0,243,154,7,38,10,56,0
M621_J3toJ2A_WB,12,6,72,68,16,0,7,62,2
M621_J4_EB,5,10,55,83,9,4,4,75,4
M621_J2_WB,1,18,28,120,17,1,4,63,4
M621_J7_EB,2,9,176,120,55,9,24,85,1
M621_J4_EB,9,5,165,216,13,39,13,74,0
M621_J1toM62_WB,8,4,331,178,33,4,15,51,3
M621_J1toM62_WB,4,7,346,126,22,5,2,61,0
M621_J6toJ5_WB,8,7,488,383,49,1,7,51,1
M621_J1_EB,9,2,107,244,14,4,2,78,4
M606_J1toJ2,11,22,222,85,37,1,2,87,2
A38_M_NB,3,22,506,22,13,6,5,80,3
M621_J7_EB,6,1,249,18,27,5,3,90,6
M621_J7toM1_EB,10,23,321,1129,123,4,11,88,0
A38_M_NB,8,4,146,52,31,9,86,84,1
M621_J1_EB,8,6,156,134,189,1,2,97,3
A38_M_NB,9,13,137,285,8,3,4,87,0
A38_M_NB,3,23,111,189,3,1,5,63,3
M621_J7toJ6_WB,7,20,127,158,4,6,3,86,0
A38_M_NB,3,11,303,241,60,2,3,96,5
M621_M1toJ7_WB,8,10,24,56,5,39,9,81,1
A38_M_NB,9,0,61,148,10,2,2,67,2
M621_J7_EB,3,21,133,14,16,0,2,45,6
M621_J3toJ2A_WB,12,0,675,222,37,6,21,81,6
M621_J1_WB,4,14,586,1137,65,20,6,107,2
M621_J1_EB,9,23,59,32,16,7,5,92,5
M621_J6_EB,7,8,597,218,2,2,2,93,2
M606_J3toJ2,8,16,204,125,2,11,7,82,4
M621_J4_EB,3,13,50,154,8,5,1,86,4
M621_J2_WB,9,23,231,6,5,2,6,88,1
M621_J27_WB,10,22,225,60,10,0,18,84,2
M621_J7toJ6_WB,2,11,287,39,2,4,14,35,2
M621_J3toJ2A_EB,10,2,336,1131,18,7,8,87,3
M621_J7_EB,8,15,264,92,51,47,3,83,3
M621_J4_WB,5,20,253,2,9,24,4,94,3
A38_M_NB,9,23,157,138,8,11,6,70,0
M621_J6_WB,9,15,190,120,11,0,46,96,6
M606_J1toJ2,6,23,18,96,13,5,1,87,1
M621_J7toJ6_WB,12,15,59,4,1,41,5,78,4
A38_M_NB,4,10,127,67,14,3,3,86,4
M621_J1_EB,7,0,221,478,2,1,13,87,6
A38_M_NB,8,13,287,137,1,11,11,74,3
M621_J27_WB,2,23,587,12,13,4,0,93,0
M621_J7_EB,7,20,7,145,59,2,2,119,1
M606_J3toJ2,9,6,167,684,7,6,1,81,4
A38_M_NB,4,9,157,34,43,19,4,90,2
M621_J1_EB,3,4,236,99,5,24,7,61,1
M621_J6toJ5_WB,9,7,99,47,15,20,8,84,5
A38_M_NB,3,18,784,201,6,8,9,87,5
M606_J1toJ2,8,5,103,136,19,56,2,69,5
A38_M_NB,6,15,458,36,14,1,1,54,1
M621_J4_WB,3,11,182,76,48,17,3,98,2
M621_J1toM62_WB,9,0,29,69,14,4,1,83,3
M606_J3toJ2,9,4,23,107,120,15,16,80,4
M621_J4_WB,3,21,358,324,17,5,13,73,3
M621_J1_EB,6,13,332,124,5,30,5,107,4
M621_J5toJ6_EB,10,7,71,2,29,56,39,83,0
M621_J6toJ5_WB,9,17,130,374,15,3,1,64,6
M606_J1toJ2,7,7,42,195,95,1,14,99,1
M621_J7toM1_EB,1,9,238,220,13,2,12,81,3
A38_M_NB,1,16,196,263,1,4,6,86,3
M606_J3toJ2,2,3,691,146,2,6,3,111,3
A38_M_NB,9,19,491,359,10,39,9,84,1
M621_J1_EB,9,4,29,32,11,1,38,83,5
M621_J27_WB,1,21,36,458,11,0,1,86,5
M621_J3toJ2A_EB,5,19,440,192,19,14,4,98,5
M621_J7_EB,4,18,54,2,15,18,27,100,2
M621_J7toJ6_WB,1,0,149,11,52,45,19,69,6
M606_J1toJ2,4,17,50,117,10,22,11,83,6
M621_J4_EB,9,1,335,597,212,5,2,81,4
A38_M_NB,10,8,349,73,2,1,1,113,4
M621_J1toM62_WB,9,21,167,222,15,16,1,82,5
M606_J3toJ2,5,2,196,32,4,6,2,88,3
M606_J3toJ2,12,2,600,158,2,7,5,90,6
M621_J27_WB,10,20,185,36,42,12,3,94,5
M621_J5toJ6_EB,9,20,25,151,4,57,6,83,3
A38_M_NB,5,11,71,270,11,2,10,85,4
M621_J7_EB,9,1,217,132,38,5,7,94,1
M621_J5toJ6_EB,1,11,88,68,18,2,2,63,1
A38_M_NB,4,1,699,213,18,144,0,82,2
M621_J7toM1_EB,2,15,24,152,12,1,14,83,3
M621_J2_WB,12,17,71,40,11,6,3,87,0
M621_M1toJ7_WB,10,3,68,256,17,2,5,110,3
A38_M_NB,8,3,262,729,8,3,2,80,0
M621_J3toJ2A_EB,11,16,199,81,9,2,5,81,6
M606_J3toJ2,8,19,50,64,16,6,1,80,1
M606_J3toJ2,10,11,172,763,9,6,89,87,0
M621_J3toJ2A_WB,8,19,67,66,9,3,4,88,5
